timestamp,crash_multiplier,num_bets,total_bet_amount
2026-01-27 22:04:59,1.55,3386,0.0
2026-01-27 22:05:23,3.47,1494,0.0
2026-01-27 22:05:56,2.43,2291,0.0
2026-01-27 22:06:36,12.19,634,0.0
2026-01-27 22:07:06,1.82,3188,0.0
2026-01-27 22:07:21,1.51,3450,0.0
2026-01-27 22:07:45,3.2,1783,0.0
2026-01-27 22:08:13,3.89,1579,0.0
2026-01-27 22:09:50,145.22,80,0.0
2026-01-27 22:10:05,1.25,3971,0.0
2026-01-27 22:10:32,4.57,1418,0.0
2026-01-27 22:11:11,3.69,1581,0.0
2026-01-27 22:11:24,1.09,3423,0.0
2026-01-27 22:11:45,2.57,2439,0.0
2026-01-27 22:12:00,1.43,3212,0.0
2026-01-27 22:12:45,6.19,1068,0.0
2026-01-27 22:13:01,1.54,3580,0.0
2026-01-27 22:13:52,3.25,1815,0.0
2026-01-27 22:14:16,3.12,1660,0.0
2026-01-27 22:14:44,1.85,2646,0.0
2026-01-27 22:14:59,1.49,2987,0.0
2026-01-27 22:15:53,4.94,1097,0.0
2026-01-27 22:16:08,1.29,3105,0.0
2026-01-27 22:18:00,37.5,242,0.0
2026-01-27 22:18:31,1.95,1999,0.0
2026-01-27 22:19:34,94.37,108,0.0
2026-01-27 22:20:08,1.35,2686,0.0
2026-01-27 22:20:38,4.5,1125,0.0
2026-01-27 22:21:51,24.14,430,0.0
2026-01-27 22:22:24,6.62,1159,0.0
2026-01-27 22:22:51,4.34,1532,0.0
2026-01-27 22:23:34,3.78,1592,0.0
2026-01-27 22:24:07,5.9,1173,0.0
2026-01-27 22:24:56,2.66,2372,0.0
2026-01-27 22:25:50,49.34,253,0.0
2026-01-27 22:26:20,1.32,3354,0.0
2026-01-27 22:26:42,2.74,2400,0.0
2026-01-27 22:27:00,1.76,4275,0.0
2026-01-27 22:27:39,3.05,2215,0.0
2026-01-27 22:28:10,5.17,1414,0.0
2026-01-27 22:28:34,3.13,2376,0.0
2026-01-27 22:29:07,2.12,2772,0.0
2026-01-27 22:29:34,4.2,1661,0.0
2026-01-27 22:30:17,1.64,3397,0.0
2026-01-27 22:30:53,8.67,969,0.0
2026-01-27 22:31:20,4.1,1910,0.0
2026-01-27 22:31:39,2.09,3269,0.0
2026-01-27 22:32:18,10.9,822,0.0
2026-01-27 22:32:39,2.36,3046,0.0
2026-01-27 22:33:04,1.02,3653,0.0
2026-01-27 22:33:37,2.11,2600,0.0
2026-01-27 22:33:55,2.16,2848,0.0
2026-01-27 22:34:17,1.99,3429,0.0
2026-01-27 22:34:59,19.68,541,0.0
2026-01-27 22:35:54,30.81,397,0.0
2026-01-27 22:36:06,1.23,4197,0.0
2026-01-27 22:36:43,1.67,3454,0.0
2026-01-27 22:37:10,4.31,1622,0.0
2026-01-27 22:37:31,2.3,3127,0.0
2026-01-27 22:38:05,6.26,1235,0.0
2026-01-27 22:38:44,2.97,2297,0.0
2026-01-27 22:39:09,3.19,2202,0.0
2026-01-27 22:40:12,1.83,4195,0.0
2026-01-27 22:40:49,1.3,3450,0.0
2026-01-27 22:41:01,1.13,3457,0.0
2026-01-27 22:42:23,18.69,594,0.0
2026-01-27 22:42:44,1.89,3798,0.0
2026-01-27 22:43:33,3.17,1886,0.0
2026-01-27 22:44:58,5.67,1028,0.0
2026-01-27 22:45:44,4.18,1404,0.0
2026-01-27 22:46:55,23.15,406,0.0
2026-01-27 22:48:11,4.14,1861,0.0
2026-01-27 22:48:42,5.96,1175,0.0
2026-01-27 22:49:04,2.54,2822,0.0
2026-01-27 22:49:51,4.98,1321,0.0
2026-01-27 22:50:10,1.92,3906,0.0
2026-01-27 22:50:29,1.69,3911,0.0
2026-01-27 22:52:25,29.02,366,0.0
2026-01-27 22:53:26,1.14,3249,0.0
2026-01-27 22:54:16,31.05,354,0.0
2026-01-27 22:54:50,1.87,3558,0.0
2026-01-27 22:55:06,1.59,3824,0.0
2026-01-27 22:55:28,2.37,3133,0.0
2026-01-27 22:55:47,1.66,4248,0.0
2026-01-27 22:56:43,15.33,789,0.0
2026-01-27 22:57:21,2.05,3077,0.0
2026-01-27 22:58:04,6.85,1193,0.0
2026-01-27 22:58:48,2.75,573,0.0
2026-01-27 22:59:07,3.22,1923,0.0
2026-01-27 22:59:33,3.93,1791,0.0
2026-01-27 22:59:54,2.33,2945,0.0
2026-01-27 23:00:35,2.9,2271,0.0
2026-01-27 23:00:54,2.0,3806,0.0
2026-01-27 23:01:13,1.96,3735,0.0
2026-01-27 23:01:54,1.08,3743,0.0
2026-01-27 23:02:28,3.42,1575,0.0
2026-01-27 23:02:50,3.1,1739,0.0
2026-01-27 23:03:59,1.48,3504,0.0
2026-01-27 23:04:18,2.13,2150,0.0
2026-01-27 23:05:32,2.52,1370,0.0
2026-01-27 23:05:53,2.55,1375,0.0
2026-01-27 23:06:15,1.62,1282,0.0
2026-01-27 23:06:39,5.54,789,0.0
2026-01-27 23:07:22,4.46,902,0.0
2026-01-27 23:07:41,2.03,1933,0.0
2026-01-27 23:08:08,4.77,923,0.0
2026-01-27 23:09:34,6.53,655,0.0
2026-01-27 23:10:08,5.93,727,0.0
2026-01-27 23:10:48,12.62,488,0.0
2026-01-27 23:11:49,2.76,1570,0.0
2026-01-27 23:12:14,2.4,2349,0.0
2026-01-27 23:12:51,3.32,1378,0.0
2026-01-27 23:13:43,32.13,267,0.0
2026-01-27 23:14:14,5.09,1366,0.0
2026-01-27 23:14:57,18.4,514,0.0
2026-01-27 23:15:34,7.6,1093,0.0
2026-01-27 23:16:47,15.01,594,0.0
2026-01-27 23:18:10,7.65,2931,0.0
2026-01-27 23:18:29,5.65,3182,0.0
2026-01-27 23:18:50,4.76,1613,0.0
2026-01-27 23:19:21,5.68,1388,0.0
2026-01-27 23:19:55,6.59,1311,0.0
2026-01-27 23:20:56,74.88,201,0.0
2026-01-27 23:21:31,3.26,2824,0.0
2026-01-27 23:23:04,4.52,1935,0.0
2026-01-27 23:24:59,19.4,619,0.0
2026-01-27 23:25:40,4.19,2090,0.0
2026-01-27 23:26:14,2.31,3462,0.0
2026-01-27 23:29:19,2.06,621,0.0
2026-01-27 23:30:09,7.97,1119,0.0
2026-01-27 23:30:34,3.31,2028,0.0
2026-01-27 23:31:46,26.27,410,0.0
2026-01-27 23:32:30,16.48,641,0.0
2026-01-27 23:35:56,258.75,50,0.0
2026-01-27 23:36:48,8.07,1103,0.0
2026-01-27 23:37:37,3.59,1748,0.0
2026-01-27 23:38:29,2.91,2141,0.0
2026-01-27 23:38:57,3.9,1548,0.0
2026-01-27 23:41:43,9.2,834,0.0
2026-01-27 23:42:10,1.16,2932,0.0
2026-01-27 23:42:32,2.95,1821,0.0
2026-01-27 23:43:00,3.43,1790,0.0
2026-01-27 23:44:04,22.82,460,0.0
2026-01-27 23:44:23,1.39,3885,0.0
2026-01-27 23:44:56,2.86,1994,0.0
2026-01-27 23:46:04,9.0,885,0.0
2026-01-27 23:48:06,57.08,176,0.0
2026-01-27 23:50:08,7.25,1136,0.0
2026-01-27 23:50:27,1.57,3953,0.0
2026-01-27 23:51:13,4.01,1693,0.0
2026-01-27 23:52:05,5.91,1230,0.0
2026-01-27 23:53:14,3.29,2055,0.0
2026-01-27 23:54:24,11.32,871,0.0
2026-01-27 23:55:43,13.77,687,0.0
2026-01-27 23:56:08,3.03,2753,0.0
2026-01-27 23:56:38,1.44,4329,0.0
2026-01-27 23:57:51,4.37,1731,0.0
2026-01-27 23:58:21,2.48,2817,0.0
2026-01-27 23:59:01,9.84,936,0.0
2026-01-27 23:59:25,2.73,3024,0.0
2026-01-28 00:00:08,2.45,2724,0.0
2026-01-28 00:00:29,2.79,2503,0.0
2026-01-28 00:01:11,4.41,1668,0.0
2026-01-28 00:01:27,1.53,4720,0.0
2026-01-28 00:02:03,8.1,920,0.0
2026-01-28 00:02:42,4.68,1697,0.0
2026-01-28 00:03:28,3.45,2108,0.0
2026-01-28 00:03:43,1.38,4098,0.0
2026-01-28 00:04:50,15.77,565,0.0
2026-01-28 00:05:26,10.16,840,0.0
2026-01-28 00:06:06,1.98,3580,0.0
2026-01-28 00:06:18,1.42,4273,0.0
2026-01-28 00:07:16,7.0,1014,0.0
2026-01-28 00:08:50,2.32,2990,0.0
2026-01-28 00:09:30,9.98,749,0.0
2026-01-28 00:10:52,5.18,1363,0.0
2026-01-28 00:11:55,2.64,2145,0.0
2026-01-28 00:12:32,8.01,779,0.0
2026-01-28 00:13:20,22.95,393,0.0
2026-01-28 00:14:03,1.58,3101,0.0
2026-01-28 00:16:41,260.13,29,0.0
2026-01-28 00:17:17,2.82,2362,0.0
2026-01-28 00:17:39,2.28,2526,0.0
2026-01-28 00:18:00,2.14,2988,0.0
2026-01-28 00:18:52,6.4,1089,0.0
2026-01-28 00:20:08,9.88,771,0.0
2026-01-28 00:21:11,2.53,2618,0.0
2026-01-28 00:21:38,3.75,1762,0.0
2026-01-28 00:22:11,2.07,3416,0.0
2026-01-28 00:23:24,7.79,857,0.0
2026-01-28 00:24:03,10.55,662,0.0
2026-01-28 00:24:52,2.7,2202,0.0
2026-01-28 00:26:47,3.88,1361,0.0
2026-01-28 00:27:32,2.08,2098,0.0
2026-01-28 00:28:15,5.4,856,0.0
2026-01-28 00:29:25,34.96,205,0.0
2026-01-28 00:30:43,10.67,553,0.0
2026-01-28 00:32:08,5.43,1013,0.0
2026-01-28 00:32:39,4.96,1030,0.0
2026-01-28 00:33:18,3.55,1353,0.0
2026-01-28 00:34:43,5.78,870,0.0
2026-01-28 00:36:05,378.5,11,0.0
2026-01-28 00:36:56,4.67,1205,0.0
2026-01-28 00:38:00,2.58,2004,0.0
2026-01-28 00:38:33,8.55,742,0.0
2026-01-28 00:38:57,2.59,2663,0.0
2026-01-28 00:39:21,2.96,2087,0.0
2026-01-28 00:40:52,2.67,1809,0.0
2026-01-28 00:42:11,3.18,1438,0.0
2026-01-28 00:43:21,5.22,846,0.0
2026-01-28 00:44:15,5.79,743,0.0
2026-01-28 00:44:58,12.78,505,0.0
2026-01-28 00:45:25,4.25,1373,0.0
2026-01-28 00:46:35,2.63,1803,0.0
2026-01-28 00:47:11,1.86,2365,0.0
2026-01-28 00:47:44,2.38,1771,0.0
2026-01-28 00:48:18,7.66,663,0.0
2026-01-28 00:49:06,5.35,796,0.0
2026-01-28 00:49:52,3.84,1246,0.0
2026-01-28 00:50:34,14.68,434,0.0
2026-01-28 00:51:19,4.03,1353,0.0
2026-01-28 00:54:09,3.08,1795,0.0
2026-01-28 00:54:27,2.1,2718,0.0
2026-01-28 00:54:45,1.78,3036,0.0
2026-01-28 00:55:10,3.4,1280,0.0
2026-01-28 00:56:47,181.18,42,0.0
2026-01-28 00:57:23,9.14,727,0.0
2026-01-28 00:58:24,2.89,1548,0.0
2026-01-28 01:00:22,285.66,24,0.0
2026-01-28 01:00:52,5.44,1159,0.0
2026-01-28 01:01:59,4.61,1062,0.0
2026-01-28 01:03:14,14.14,494,0.0
2026-01-28 01:04:27,1.84,3292,0.0
2026-01-28 01:05:07,4.93,1198,0.0
2026-01-28 01:05:40,2.84,1965,0.0
2026-01-28 01:06:50,20.28,388,0.0
2026-01-28 01:07:44,13.3,547,0.0
2026-01-28 01:09:00,6.56,971,0.0
2026-01-28 01:10:34,8.08,743,0.0
2026-01-28 01:12:23,21.57,336,0.0
2026-01-28 01:13:14,24.96,323,0.0
2026-01-28 01:15:03,18.25,432,0.0
2026-01-28 01:15:40,7.15,1159,0.0
2026-01-28 01:16:28,28.0,334,0.0
2026-01-28 01:17:26,52.92,237,0.0
2026-01-28 01:19:18,21.5,513,0.0
2026-01-28 01:20:22,4.95,1774,0.0
2026-01-28 01:21:37,20.48,516,0.0
2026-01-28 01:22:29,1.9,3910,0.0
2026-01-28 01:24:00,8.77,1132,0.0
2026-01-28 01:24:30,4.65,1779,0.0
2026-01-28 01:25:31,65.61,179,0.0
2026-01-28 01:26:55,3.61,2021,0.0
2026-01-28 01:27:17,2.49,2977,0.0
2026-01-28 01:28:05,4.86,1628,0.0
2026-01-28 01:31:12,7.71,1180,0.0
2026-01-28 01:34:02,6.76,1003,0.0
2026-01-28 01:35:31,13.2,688,0.0
2026-01-28 01:36:17,1.77,3222,0.0
2026-01-28 01:37:39,27.32,303,0.0
2026-01-28 01:38:56,3.16,1820,0.0
2026-01-28 01:39:29,2.69,2001,0.0
2026-01-28 01:40:58,12.26,560,0.0
2026-01-28 01:41:43,16.86,466,0.0
2026-01-28 01:42:05,2.34,2432,0.0
2026-01-28 01:45:02,1.41,2121,0.0
2026-01-28 01:45:48,19.34,336,0.0
2026-01-28 01:46:27,13.67,561,0.0
2026-01-28 01:47:28,61.68,162,0.0
2026-01-28 01:48:36,4.99,1126,0.0
2026-01-28 01:50:01,28.91,292,0.0
2026-01-28 01:50:50,1.7,2491,0.0
2026-01-28 01:51:23,1.8,2713,0.0
2026-01-28 01:53:44,22.13,370,0.0
2026-01-28 01:54:24,4.81,1266,0.0
2026-01-28 01:55:58,34.24,243,0.0
2026-01-28 01:58:25,40.82,239,0.0
2026-01-28 01:59:38,6.87,1095,0.0
2026-01-28 02:02:04,11.16,754,0.0
2026-01-28 02:03:24,8.56,904,0.0
2026-01-28 02:04:43,3.56,1713,0.0
2026-01-28 02:08:13,3.72,1298,0.0
2026-01-28 02:09:33,4.33,1037,0.0
2026-01-28 02:10:12,11.49,536,0.0
2026-01-28 02:12:17,3.7,1261,0.0
2026-01-28 02:12:48,6.9,810,0.0
2026-01-28 02:13:55,3.44,1374,0.0
2026-01-28 02:14:53,13.6,1846,0.0
2026-01-28 02:15:24,7.87,767,0.0
2026-01-28 02:16:13,4.15,1213,0.0
2026-01-28 02:17:23,7.64,688,0.0
2026-01-28 02:18:51,8.25,628,0.0
2026-01-28 02:19:31,10.38,604,0.0
2026-01-28 02:21:59,15.1,553,0.0
2026-01-28 02:23:28,9.78,730,0.0
2026-01-28 02:24:01,8.11,957,0.0
2026-01-28 02:24:56,14.7,577,0.0
2026-01-28 02:27:14,16.76,463,0.0
2026-01-28 02:27:53,3.04,2177,0.0
2026-01-28 02:28:30,8.53,904,0.0
2026-01-28 02:29:49,23.71,307,0.0
2026-01-28 02:31:00,6.42,1310,0.0
2026-01-28 02:32:22,3.63,1826,0.0
2026-01-28 02:33:44,2.21,2665,0.0
2026-01-28 02:35:01,257.73,31,0.0
2026-01-28 02:38:19,33.52,291,0.0
2026-01-28 02:38:44,3.0,2613,0.0
2026-01-28 02:39:35,8.32,960,0.0
2026-01-28 02:40:46,3.81,1901,0.0
2026-01-28 02:41:47,7.33,1155,0.0
2026-01-28 02:42:23,6.5,1341,0.0
2026-01-28 02:43:21,11.11,909,0.0
2026-01-28 02:45:20,22.67,410,0.0
2026-01-28 02:47:04,10.59,900,0.0
2026-01-28 02:48:23,17.12,568,0.0
2026-01-28 02:52:35,4.09,1672,0.0
2026-01-28 02:54:55,3.92,1693,0.0
2026-01-28 02:55:20,3.14,2163,0.0
2026-01-28 02:56:45,8.43,932,0.0
2026-01-28 02:57:22,9.52,897,0.0
2026-01-28 02:58:17,5.38,1498,0.0
2026-01-28 02:59:33,226.84,61,0.0
2026-01-28 03:00:43,6.2,1198,0.0
2026-01-28 03:01:08,2.61,3043,0.0
2026-01-28 03:01:38,6.35,1321,0.0
2026-01-28 03:02:27,6.96,1248,0.0
2026-01-28 03:03:04,9.6,1088,0.0
2026-01-28 03:03:56,8.62,1253,0.0
2026-01-28 03:04:48,2.17,3712,0.0
2026-01-28 03:08:58,25.37,433,0.0
2026-01-28 03:09:41,15.82,648,0.0
2026-01-28 03:10:57,191.62,72,0.0
2026-01-28 03:12:04,16.99,579,0.0
2026-01-28 03:14:36,4.38,1550,0.0
2026-01-28 03:15:38,72.29,186,0.0
2026-01-28 03:16:02,3.15,2654,0.0
2026-01-28 03:16:51,3.68,1936,0.0
2026-01-28 03:18:25,10.52,964,0.0
2026-01-28 03:19:02,9.17,1185,0.0
2026-01-28 03:20:43,33.46,452,0.0
2026-01-28 03:21:16,6.3,1780,0.0
2026-01-28 03:22:20,23.97,612,0.0
2026-01-28 03:24:16,9.86,1122,0.0
2026-01-28 03:25:42,13.59,897,0.0
2026-01-28 03:28:02,677.37,27,0.0
2026-01-28 03:28:24,2.41,3572,0.0
2026-01-28 03:29:52,14.52,882,0.0
2026-01-28 03:30:44,4.73,2042,0.0
2026-01-28 03:31:36,14.05,876,0.0
2026-01-28 03:32:28,25.97,619,0.0
2026-01-28 03:33:53,4.62,2248,0.0
2026-01-28 03:35:07,11.39,1149,0.0
2026-01-28 03:37:09,26.47,550,0.0
2026-01-28 03:38:04,13.76,1008,0.0
2026-01-28 03:39:11,116.78,150,0.0
2026-01-28 03:40:15,68.66,375,0.0
2026-01-28 03:43:03,452.19,46,0.0
2026-01-28 03:43:42,8.9,2035,0.0
2026-01-28 03:44:37,2.78,3023,0.0
2026-01-28 03:46:00,102.01,261,0.0
2026-01-28 03:46:24,2.88,3938,0.0
2026-01-28 03:49:18,39.64,616,0.0
2026-01-28 03:49:55,1.81,4457,0.0
2026-01-28 03:51:08,73.5,293,0.0
2026-01-28 03:52:55,2.87,3520,0.0
2026-01-28 03:54:26,769.88,27,0.0
2026-01-28 03:56:56,5.48,2358,0.0
2026-01-28 03:57:36,10.68,1732,0.0
2026-01-28 03:58:37,3.48,2895,0.0
2026-01-28 03:59:38,6.16,2164,0.0
2026-01-28 04:01:03,16.58,1328,0.0
2026-01-28 04:02:17,6.03,2123,0.0
2026-01-28 04:04:58,6.34,2142,0.0
2026-01-28 04:05:23,2.51,4424,0.0
2026-01-28 04:06:33,3.24,3181,0.0
2026-01-28 04:08:08,17.55,916,0.0
2026-01-28 04:08:35,3.46,2737,0.0
2026-01-28 04:09:30,5.28,1921,0.0
2026-01-28 04:10:43,11.07,1219,0.0
2026-01-28 04:11:41,3.51,2460,0.0
2026-01-28 04:12:12,4.29,2227,0.0
2026-01-28 04:12:39,4.0,2464,0.0
2026-01-28 04:13:31,9.01,1397,0.0
2026-01-28 04:14:32,6.99,1656,0.0
2026-01-28 04:15:09,8.81,1523,0.0
2026-01-28 04:15:40,4.4,2861,0.0
2026-01-28 04:17:48,8.52,1356,0.0
2026-01-28 04:18:46,5.57,1743,0.0
2026-01-28 04:22:16,63.73,223,0.0
2026-01-28 04:23:42,6.31,1381,0.0
2026-01-28 04:25:10,5.71,1428,0.0
2026-01-28 04:26:14,2.26,3178,0.0
2026-01-28 04:27:09,11.29,903,0.0
2026-01-28 04:28:01,9.36,1061,0.0
2026-01-28 04:29:48,5.23,1638,0.0
2026-01-28 04:30:22,8.22,1142,0.0
2026-01-28 04:31:35,3.38,2128,0.0
2026-01-28 04:33:13,11.92,739,0.0
2026-01-28 04:35:15,1.72,3281,0.0
2026-01-28 04:37:41,57.23,203,0.0
2026-01-28 04:38:30,9.25,888,0.0
2026-01-28 04:40:41,62.04,192,0.0
2026-01-28 04:43:32,4.88,1410,0.0
2026-01-28 04:44:24,3.28,1691,0.0
2026-01-28 04:50:12,6.61,814,0.0
2026-01-28 04:51:25,17.15,460,0.0
2026-01-28 04:53:43,2.29,1470,0.0
2026-01-28 04:55:02,6.48,701,0.0
2026-01-28 04:57:53,7.53,666,0.0
2026-01-28 04:59:37,8.99,596,0.0
2026-01-28 05:00:50,5.63,852,0.0
2026-01-28 05:03:41,46.83,196,0.0
2026-01-28 05:05:52,2.99,1264,0.0
2026-01-28 05:06:20,4.91,901,0.0
2026-01-28 05:07:15,5.27,733,0.0
2026-01-28 05:07:48,7.43,637,0.0
2026-01-28 05:08:28,10.57,560,0.0
2026-01-28 05:09:23,16.32,445,0.0
2026-01-28 05:10:24,28.4,308,0.0
2026-01-28 05:12:42,9.99,780,0.0
2026-01-28 05:13:28,2.04,2731,0.0
2026-01-28 05:13:58,2.42,2057,0.0
2026-01-28 05:15:39,3.21,1444,0.0
2026-01-28 05:16:52,4.11,1110,0.0
2026-01-28 05:20:32,19.09,298,0.0
2026-01-28 05:22:34,195.19,44,0.0
2026-01-28 05:23:14,10.49,593,0.0
2026-01-28 05:25:26,6.64,1837,0.0
2026-01-28 05:29:27,2.02,1687,0.0
2026-01-28 05:31:17,3.02,1163,0.0
2026-01-28 05:33:59,2.81,1203,0.0
2026-01-28 05:34:48,3.57,984,0.0
2026-01-28 05:36:44,12.01,389,0.0
2026-01-28 05:37:54,6.86,585,0.0
2026-01-28 05:39:07,36.12,182,0.0
2026-01-28 05:41:04,5.58,745,0.0
2026-01-28 05:41:49,6.67,622,0.0
2026-01-28 05:42:54,12.57,454,0.0
2026-01-28 05:44:07,9.72,556,0.0
2026-01-28 05:47:32,633.14,9,0.0
2026-01-28 05:48:02,4.35,1254,0.0
2026-01-28 05:50:56,2.18,1800,0.0
2026-01-28 05:53:50,4.36,749,0.0
2026-01-28 05:55:13,3.98,947,0.0
2026-01-28 05:56:23,9.04,477,0.0
2026-01-28 05:57:15,5.0,763,0.0
2026-01-28 05:59:47,3.79,1186,0.0
2026-01-28 06:01:10,5.74,682,0.0
2026-01-28 06:03:55,2.6,905,0.0
2026-01-28 06:04:25,6.41,465,0.0
2026-01-28 06:05:14,28.22,191,0.0
2026-01-28 06:06:00,17.54,330,0.0
2026-01-28 06:06:55,16.78,317,0.0
2026-01-28 06:07:50,13.65,399,0.0
2026-01-28 06:08:14,3.39,1197,0.0
2026-01-28 06:09:03,4.32,938,0.0
2026-01-28 06:09:37,2.35,1583,0.0
2026-01-28 06:13:47,4.54,832,0.0
2026-01-28 06:14:12,3.09,1228,0.0
2026-01-28 06:22:13,58.62,164,0.0
2026-01-28 06:23:17,3.67,865,0.0
2026-01-28 06:25:04,8.14,470,0.0
2026-01-28 06:26:42,6.38,517,0.0
2026-01-28 06:29:05,11.31,360,0.0
2026-01-28 06:29:48,5.6,581,0.0
2026-01-28 06:31:01,19.28,270,0.0
2026-01-28 06:31:44,5.01,685,0.0
2026-01-28 06:32:20,10.54,398,0.0
2026-01-28 06:33:49,4.7,794,0.0
